,Ticker,Tipo,Nome,DataCompra,ValorAreaBrutaLocavel,Estado,Cidade,Endereco,GoogleMapsLink,PercentualPartic,PecentualVacancia,PercentualInadimplencia90Dias,PercentualFii,Latitude,Longitude
4,XPHT11,Hotel,Ibis Canoas,,0.0,RS,Porto Alegre,"Av. Severo Dullius, 2055","https://www.google.com/maps/place/Av.+Severo+Dullius,+2055+-+S%C3%A3o+Jo%C3%A3o,+Porto+Alegre+-+RS/@-29.9877075,-51.1800115,3a,75y,54.03h,90t/data=!3m4!1e1!3m2!1sbCxdHm4Qics-N7aPiVqSUA!2e0!4m2!3m1!1s0x9519775580b7277d:0xc5d3f0213c577148?sa=X&ved=2ahUKEwiXv5G8yPznAhWKLLkGHUQgA3kQxB0wAHoECAoQAg",0.0,51.56,0.0,3.42,-29.9877075,-51.1800115
5,XPHT11,Hotel,Ibis Chapecó,,0.0,SC,Chapecó,"Av. São Pedro, 2300",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94e4b44a1dc37885%3A0x2f1e6edf0dba9e97!3m1!7e115!4s%2Fmaps%2Fplace%2FIbis%2BChapec%25C3%25B3%2F%40-27.0955466%2C-52.6393966%2C3a%2C75y%2C340.64h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sZyPDQQmH5ZOhJ-iPXjIjAw*212e0*214m2*213m1*211s0x94e4b44a1dc37885%3A0x2f1e6edf0dba9e97%3Fsa%3DX!5sIbis%20Chapec%C3%B3%20-%20Pesquisa%20Google!15sCgIgAQ&imagekey=!1e2!2sZyPDQQmH5ZOhJ-iPXjIjAw&sa=X&ved=2ahUKEwjI47vd3YbqAhUzCrkGHQTzBDYQpx8wC3oECBUQCw,0.0,74.32,0.0,5.61,,
6,XPHT11,Hotel,Ibis Expo,,10725.0,SP,São Paulo,R. Doutor Abraão Ribeiro. 808,https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94ce580a47b750fb%3A0x2511d7af748af38a!3m1!7e115!4s%2Fmaps%2Fplace%2FHotel%2BIbis%2BExpo%2F%40-23.5187591%2C-46.6547333%2C3a%2C75y%2C206.02h%2C90t%2Fdata%3D*213m4*211e1*213m2*211shEKSMeLmbQTNVP1WwEvYcQ*212e0*214m2*213m1*211s0x94ce580a47b750fb%3A0x2511d7af748af38a%3Fsa%3DX!5sHotel%20Ibis%20Expo%20-%20Pesquisa%20Google!15sCAQ&imagekey=!1e2!2shEKSMeLmbQTNVP1WwEvYcQ&sa=X&ved=2ahUKEwjatr-GyvznAhXSH7kGHUZuBkUQpx8wCXoECAwQCw,0.0,63.38,0.0,0.0,,
7,XPHT11,Hotel,Ibis Foz,,0.0,PR,Foz do Iguaçú,"Av. Republica Argentina, 1834",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94f691b51f2e6cb3%3A0xac19663656f248a7!3m1!7e115!4s%2Fmaps%2Fplace%2Fibis%2Bfoz%2Bdo%2Bigua%25C3%25A7u%2F%40-25.547886%2C-54.5852449%2C3a%2C75y%2C97.52h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sliNmxHGuTqpU2-QjzTC_ww*212e0*214m2*213m1*211s0x94f691b51f2e6cb3%3A0xac19663656f248a7%3Fsa%3DX!5sibis%20foz%20do%20igua%C3%A7u%20-%20Pesquisa%20Google!15sCgIgAQ&imagekey=!1e2!2sliNmxHGuTqpU2-QjzTC_ww&sa=X&ved=2ahUKEwjn3-eY4obqAhWUDrkGHe0CBSwQpx8wDHoECBUQCw,0.0,55.46,0.0,0.0,,
8,XPHT11,Hotel,Ibis Londrina,,0.0,PR,Londrina,"Av. Martiniano do Valle Filho, 355",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94eb437b6d82573d%3A0xcd0eb95a4fb3cee5!3m1!7e115!4s%2Fmaps%2Fplace%2FIbis%2BLondrina%2F%40-23.3144804%2C-51.146274%2C3a%2C75y%2C12.57h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sAHiFTd8Zt9SvK4oL2XPb5A*212e0*214m2*213m1*211s0x94eb437b6d82573d%3A0xcd0eb95a4fb3cee5%3Fsa%3DX!5sIbis%20Londrina%20-%20Pesquisa%20Google!15sCgIgAQ&imagekey=!1e2!2sAHiFTd8Zt9SvK4oL2XPb5A&sa=X&ved=2ahUKEwjczIjw3YbqAhWQHbkGHXY0BjcQpx8wDHoECBYQCw,0.0,36.73,0.0,13.23,,
9,XPHT11,Hotel,Novotel Curitiba,,0.0,PR,Curitiba,"Rua Dr. Pedrosa, 288",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94dce471654f5a7f%3A0x1872109b9f576aa7!3m1!7e115!4s%2Fmaps%2Fplace%2FNovotel%2Bcuritiba%2F%40-25.4381462%2C-49.2770385%2C3a%2C75y%2C334.61h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sI78_J3XjZMlit0F8d5vGVQ*212e0*214m2*213m1*211s0x94dce471654f5a7f%3A0x1872109b9f576aa7%3Fsa%3DX!5sNovotel%20curitiba%20-%20Pesquisa%20Google!15sCgIgAQ&imagekey=!1e2!2sI78_J3XjZMlit0F8d5vGVQ&sa=X&ved=2ahUKEwiIpOCU3YbqAhUND7kGHS7XDBcQpx8wC3oECBUQCw,0.0,53.32,0.0,40.44,,
10,XPHT11,Hotel,Pullman Ibirapuera,,22401.0,SP,São Paulo,"R. Joinville, 515",https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x94ce598d5bd644a3%3A0xf24eaf4b01761f4c!3m1!7e115!4s%2Fmaps%2Fplace%2FR.%2BJoinville%2C%2B515%2B-%2BMariana%2B-%2BS%25C3%25A3o%2BPaulo%2B-%2BSP%2F%40-23.5819603%2C-46.6503093%2C3a%2C75y%2C166.11h%2C90t%2Fdata%3D*213m4*211e1*213m2*211sySLwCEKt1aqwALQN6NR_Tw*212e0*214m2*213m1*211s0x94ce598d5bd644a3%3A0xf24eaf4b01761f4c%3Fsa%3DX!5sR.%20Joinville%2C%20515%20-%20Mariana%20-%20S%C3%A3o%20Paulo%20-%20SP%20-%20Pesquisa%20Google!15sCAQ&imagekey=!1e2!2sySLwCEKt1aqwALQN6NR_Tw&sa=X&ved=2ahUKEwj7xI23yvznAhViIbkGHcYDA_QQpx8wCnoECA8QCw,0.0,58.56,0.0,0.0,,
0,XPIN11,Prédio Corporativo,BM,,3141.14,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
1,XPIN11,Prédio Corporativo,BM,,3109.11,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
2,XPIN11,Prédio Corporativo,BM,,2895.08,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
3,XPIN11,Prédio Corporativo,BM,,2865.91,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
4,XPIN11,Prédio Corporativo,BM,,2865.91,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
5,XPIN11,Prédio Corporativo,BM,,2865.91,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
6,XPIN11,Prédio Corporativo,BM,,2895.08,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
7,XPIN11,Prédio Corporativo,BM,,2884.44,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
8,XPIN11,Prédio Corporativo,BM,,2884.44,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
9,XPIN11,Prédio Corporativo,BM,,2274.53,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
10,XPIN11,Prédio Corporativo,BM,,2251.92,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
11,XPIN11,Prédio Corporativo,BM,,2665.71,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
12,XPIN11,Prédio Corporativo,BM,,2665.71,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
13,XPIN11,Prédio Corporativo,BM,,2692.85,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
14,XPIN11,Prédio Corporativo,BM,,2692.85,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
15,XPIN11,Prédio Corporativo,BM,,2491.69,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
16,XPIN11,Prédio Corporativo,BM,,2029.75,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
17,XPIN11,Prédio Corporativo,BM,,2361.32,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
18,XPIN11,Prédio Corporativo,BM,,2361.32,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
19,XPIN11,Prédio Corporativo,BM,,2084.69,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
20,XPIN11,Prédio Corporativo,BM,,2062.81,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
21,XPIN11,Prédio Corporativo,BM,,2084.69,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
22,XPIN11,Prédio Corporativo,BM,,2084.69,SP,Atibaia,"Rod. Dom Pedro I, km 87,5","https://www.google.com/maps/place/Litens+Automotive+do+Brasil+Ltda./@-23.0450536,-46.670115,15z/data=!4m5!3m4!1s0x0:0xed25b71d8ea9be1e!8m2!3d-23.0447705!4d-46.6705015",0.0,0.0,0.0,0.0,-23.0450536,-46.670115
23,XPIN11,Prédio Corporativo,CEA,,2775.0,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
24,XPIN11,Prédio Corporativo,CEA,,2485.75,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
25,XPIN11,Prédio Corporativo,CEA,,2140.44,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
26,XPIN11,Prédio Corporativo,CEA,,2119.24,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
27,XPIN11,Laje Corporativa,CEA,,2140.44,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwi7qfD8r6LzAhU3qZUCHT5LAgIQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
28,XPIN11,Prédio Corporativo,CEA,,1786.97,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
29,XPIN11,Prédio Corporativo,CEA,,1786.97,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
30,XPIN11,Prédio Corporativo,CEA,,1865.47,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
31,XPIN11,Prédio Corporativo,CEA,,1002.88,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
32,XPIN11,Prédio Corporativo,CEA,,1662.0,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
33,XPIN11,Outros,CEA,21-09-2021T21:00:00,2485.75,SP,Atibaia,"Avenida Tégula, 888","https://www.google.com/maps/@-23.0436972,-46.6762914,3a,75y,239.79h,85.21t/data=!3m6!1e1!3m4!1s1kAzOTuBH-UFEmtfmchk5g!2e0!7i16384!8i8192",100.0,0.0,0.0,0.0,-23.0436972,-46.6762914
34,XPIN11,Outros,CEA,21-09-2021T21:00:00,2775.83,SP,Atibaia,"Avenida Tégula, 888","https://www.google.com/maps/@-23.0436972,-46.6762914,3a,75y,239.79h,85.21t/data=!3m6!1e1!3m4!1s1kAzOTuBH-UFEmtfmchk5g!2e0!7i16384!8i8192",100.0,0.0,0.0,0.0,-23.0436972,-46.6762914
35,XPIN11,Outros,CEA,21-09-2021T21:00:00,2485.75,SP,Atibaia,"Avenida Tégula, 888","https://www.google.com/maps/@-23.0436972,-46.6762914,3a,75y,239.79h,85.21t/data=!3m6!1e1!3m4!1s1kAzOTuBH-UFEmtfmchk5g!2e0!7i16384!8i8192",100.0,0.0,0.0,0.0,-23.0436972,-46.6762914
36,XPIN11,Prédio Corporativo,CEA,,1814.49,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
37,XPIN11,Prédio Corporativo,CEA,,2759.71,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
38,XPIN11,Prédio Corporativo,CEA,,1830.47,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
39,XPIN11,Prédio Corporativo,CEA,,2626.51,SP,Atibaia,"Av. Tégula, 888","https://www.google.com/maps/place/Av.+T%C3%A9gula,+888+-+Pte.+Alta,+Atibaia+-+SP,+12952-820/data=!4m2!3m1!1s0x94ced023afc8de15:0xe98a56ffd08c185?sa=X&ved=2ahUKEwjK5oTHnqLzAhWHlJUCHQ3EB5oQ8gF6BAgLEAE",0.0,0.0,0.0,0.0,,
40,XPIN11,Prédio Corporativo,EXTR,,13881.59,MG,Extrema,"Estrada Municipal Antonio Agostinho Barbosa, nº 1300, Gleba 'B'","https://www.google.com/maps/search/Estrada+Municipal+Antonio+Agostinho+Barbosa,+n%C2%BA+1300,+Gleba+%22B%22,+CEP+37640-000/@-22.8827539,-46.3642769,17z/data=!3m1!4b1",0.0,0.0,0.0,0.0,-22.8827539,-46.3642769
41,XPIN11,Centro Logístico,GAIAAR,,2895.08,SP,Atibaia,"Rodovia Dom Pedro I, km 90","https://www.google.com/maps/place/Condom%C3%ADnio+Gaia+Ar/@-23.0393009,-46.6946244,17.08z/data=!4m17!1m11!4m10!1m2!1m1!2s87,5+,+Ponte+Alta,+12954+-+275!1m6!1m2!1s0x94c8d3c0dd4b2a89:0xffb424c677628c12!2sRod+Dom+Pedro+I!2m2!1d-46.5761098!2d-23.1007407!3m4!1s0x94ced1f44a619be5:0xa8554ca68780684b!8m2!3d-23.0403048!4d-46.6946791",0.0,0.0,0.0,0.0,-23.0393009,-46.6946244
42,XPIN11,Centro Logístico,GAIAAR,,2865.91,SP,Atibaia,"Rodovia Dom Pedro I, km 90","https://www.google.com/maps/place/Condom%C3%ADnio+Gaia+Ar/@-23.0393009,-46.6946244,17.08z/data=!4m17!1m11!4m10!1m2!1m1!2s87,5+,+Ponte+Alta,+12954+-+275!1m6!1m2!1s0x94c8d3c0dd4b2a89:0xffb424c677628c12!2sRod+Dom+Pedro+I!2m2!1d-46.5761098!2d-23.1007407!3m4!1s0x94ced1f44a619be5:0xa8554ca68780684b!8m2!3d-23.0403048!4d-46.6946791",0.0,0.0,0.0,0.0,-23.0393009,-46.6946244
43,XPIN11,Centro Logístico,GAIAAR,,2865.91,SP,Atibaia,"Rodovia Dom Pedro I, km 90","https://www.google.com/maps/place/Condom%C3%ADnio+Gaia+Ar/@-23.0393009,-46.6946244,17.08z/data=!4m17!1m11!4m10!1m2!1m1!2s87,5+,+Ponte+Alta,+12954+-+275!1m6!1m2!1s0x94c8d3c0dd4b2a89:0xffb424c677628c12!2sRod+Dom+Pedro+I!2m2!1d-46.5761098!2d-23.1007407!3m4!1s0x94ced1f44a619be5:0xa8554ca68780684b!8m2!3d-23.0403048!4d-46.6946791",0.0,0.0,0.0,0.0,-23.0393009,-46.6946244
44,XPIN11,Centro Logístico,GAIAAR,,2865.91,SP,Atibaia,"Rodovia Dom Pedro I, km 90","https://www.google.com/maps/place/Condom%C3%ADnio+Gaia+Ar/@-23.0393009,-46.6946244,17.08z/data=!4m17!1m11!4m10!1m2!1m1!2s87,5+,+Ponte+Alta,+12954+-+275!1m6!1m2!1s0x94c8d3c0dd4b2a89:0xffb424c677628c12!2sRod+Dom+Pedro+I!2m2!1d-46.5761098!2d-23.1007407!3m4!1s0x94ced1f44a619be5:0xa8554ca68780684b!8m2!3d-23.0403048!4d-46.6946791",0.0,0.0,0.0,0.0,-23.0393009,-46.6946244
45,XPIN11,Centro Logístico,GAIAAR,,2865.91,SP,Atibaia,"Rodovia Dom Pedro I, km 90","https://www.google.com/maps/place/Condom%C3%ADnio+Gaia+Ar/@-23.0393009,-46.6946244,17.08z/data=!4m17!1m11!4m10!1m2!1m1!2s87,5+,+Ponte+Alta,+12954+-+275!1m6!1m2!1s0x94c8d3c0dd4b2a89:0xffb424c677628c12!2sRod+Dom+Pedro+I!2m2!1d-46.5761098!2d-23.1007407!3m4!1s0x94ced1f44a619be5:0xa8554ca68780684b!8m2!3d-23.0403048!4d-46.6946791",0.0,0.0,0.0,0.0,-23.0393009,-46.6946244
46,XPIN11,Centro Logístico,GAIAAR,,2895.08,SP,Atibaia,"Rodovia Dom Pedro I, km 90","https://www.google.com/maps/place/Condom%C3%ADnio+Gaia+Ar/@-23.0393009,-46.6946244,17.08z/data=!4m17!1m11!4m10!1m2!1m1!2s87,5+,+Ponte+Alta,+12954+-+275!1m6!1m2!1s0x94c8d3c0dd4b2a89:0xffb424c677628c12!2sRod+Dom+Pedro+I!2m2!1d-46.5761098!2d-23.1007407!3m4!1s0x94ced1f44a619be5:0xa8554ca68780684b!8m2!3d-23.0403048!4d-46.6946791",0.0,0.0,0.0,0.0,-23.0393009,-46.6946244
47,XPIN11,Outros,GAIAAR,,17254.0,SP,Jarinu,"Estrada Municipal Alberto Tofanin, km 5,5","https://www.google.com/maps/@-23.0840779,-46.7169866,3a,75y,203.52h,84.01t/data=!3m7!1e1!3m5!1sLt5TLKNR8eQ4FblvNx0Hpg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DLt5TLKNR8eQ4FblvNx0Hpg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D80.09602%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",100.0,0.0,0.0,0.0,-23.0840779,-46.7169866
48,XPIN11,Outros,GAIAAR,,1.0,SP,Jarinu,"Estrada Municipal Alberto Tofanin, km 5,5","https://www.google.com/maps/@-23.0840779,-46.7169866,3a,75y,203.52h,84.01t/data=!3m7!1e1!3m5!1sLt5TLKNR8eQ4FblvNx0Hpg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DLt5TLKNR8eQ4FblvNx0Hpg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D80.09602%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",100.0,0.0,0.0,0.0,-23.0840779,-46.7169866
